fname,sonyc_file,librispeech_file,script,label1_sonyc,label1_audioset,label2_sonyc,label2_audioset
7176-92135-0038__27_006145.wav,27_006145.wav,7176-92135-0038.flac,A STAGE MEAL IS POPULAR BECAUSE IT PROVES TO THE AUDIENCE THAT THE ACTORS EVEN WHEN CALLED CHARLES HAWTREY OR OWEN NARES ARE REAL PEOPLE JUST LIKE YOU AND ME,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
3575-170457-0025__25_000673.wav,25_000673.wav,3575-170457-0025.flac,AGAIN I THANK YOU THIS INCIDENT I SUPPOSE WILL BE RENEWED NO MORE IF I LIVE TO BE AN OLD WOMAN I SHALL REMEMBER IT THIRTY YEARS HENCE AS A BRIGHT DREAM,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
8463-294828-0001__27_002300.wav,27_002300.wav,8463-294828-0001.flac,THREE SECONDS BEFORE THE ARRIVAL OF J B HOBSON'S LETTER I NO MORE DREAMED OF CHASING THE UNICORN THAN OF TRYING FOR THE NORTHWEST PASSAGE,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
2961-961-0001__13_017601.wav,13_017601.wav,2961-961-0001.flac,AND NOW HE DESIRES TO SEE THE IDEAL STATE SET IN MOTION HE WOULD LIKE TO KNOW HOW SHE BEHAVED IN SOME GREAT STRUGGLE,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
1580-141084-0024__39_001097.wav,39_001097.wav,1580-141084-0024.flac,HE COULD HARDLY STAND STILL SO GREAT WAS HIS MENTAL AGITATION AND HE RAN TOWARDS HOLMES WITH TWO EAGER HANDS OUTSTRETCHED THANK HEAVEN THAT YOU HAVE COME,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
3575-170457-0013__06_018723.wav,06_018723.wav,3575-170457-0013.flac,THE MORE SHE IS ENGAGED IN HER PROPER DUTIES THE LESS LEISURE WILL SHE HAVE FOR IT EVEN AS AN ACCOMPLISHMENT AND A RECREATION,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
4992-41797-0018__27_013325.wav,27_013325.wav,4992-41797-0018.flac,THERE IN THE CEDAR HOLLOW THEN LIVED OLIVE LORD AN ANGRY RESENTFUL LITTLE CREATURE WEIGHED DOWN BY A FIERCE SENSE OF INJURY,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
5639-40744-0033__34_000590.wav,34_000590.wav,5639-40744-0033.flac,HER BEARING WAS GRACEFUL AND ANIMATED SHE LED HER SON BY THE HAND AND BEFORE HER WALKED TWO MAIDS WITH WAX LIGHTS AND SILVER CANDLESTICKS,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
7127-75946-0018__31_006978.wav,31_006978.wav,7127-75946-0018.flac,THERE WAS SOMETHING IN HIS CARRIAGE WHICH RESEMBLED THE BUOYANT MOVEMENTS OF AN IMMORTAL AND HE DID NOT DANCE SO MUCH AS SEEM TO SOAR ALONG,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
2300-131720-0008__38_001351.wav,38_001351.wav,2300-131720-0008.flac,EVERYTHING HE HAS DONE HAS BEEN AIMED AT THE CONSERVATION OF ENERGY THE CONTRACTION OF SPACE THE INTENSIFICATION OF CULTURE,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
4970-29093-0009__25_003433.wav,25_003433.wav,4970-29093-0009.flac,PHILIP THEREFORE READ DILIGENTLY IN THE ASTOR LIBRARY PLANNED LITERARY WORKS THAT SHOULD COMPEL ATTENTION AND NURSED HIS GENIUS,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
237-134493-0017__24_019630.wav,24_019630.wav,237-134493-0017.flac,ANY ONE THEREABOUTS WOULD HAVE TOLD YOU THAT THIS WAS ONE OF THE RICHEST FARMS ON THE DIVIDE AND THAT THE FARMER WAS A WOMAN ALEXANDRA BERGSON,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
3575-170457-0023__31_016917.wav,31_016917.wav,3575-170457-0023.flac,I CAREFULLY AVOID ANY APPEARANCE OF PREOCCUPATION AND ECCENTRICITY WHICH MIGHT LEAD THOSE I LIVE AMONGST TO SUSPECT THE NATURE OF MY PURSUITS,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
2094-142345-0005__27_005721.wav,27_005721.wav,2094-142345-0005.flac,SEVERAL CLOTHES HORSES A PILLION A SPINNING WHEEL AND AN OLD BOX WIDE OPEN AND STUFFED FULL OF COLOURED RAGS,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
2830-3980-0029__27_006265.wav,27_006265.wav,2830-3980-0029.flac,ALTHOUGH THE BRETHREN WITH ME ARE NOT APOSTLES LIKE MYSELF YET THEY ARE ALL OF ONE MIND WITH ME THINK WRITE AND TEACH AS I DO,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
1089-134691-0016__37_001719.wav,37_001719.wav,1089-134691-0016.flac,THEY WERE VOYAGING ACROSS THE DESERTS OF THE SKY A HOST OF NOMADS ON THE MARCH VOYAGING HIGH OVER IRELAND WESTWARD BOUND,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
1995-1836-0014__27_002160.wav,27_002160.wav,1995-1836-0014.flac,FORTUNATELY SAID MISTER VANDERPOOL NORTHERNERS AND SOUTHERNERS ARE ARRIVING AT A BETTER MUTUAL UNDERSTANDING ON MOST OF THESE MATTERS,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
1188-133604-0001__37_020907.wav,37_020907.wav,1188-133604-0001.flac,THEY UNITE EVERY QUALITY AND SOMETIMES YOU WILL FIND ME REFERRING TO THEM AS COLORISTS SOMETIMES AS CHIAROSCURISTS,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
8555-284447-0013__27_005473.wav,27_005473.wav,8555-284447-0013.flac,WHY YOU SAID TO FETCH THE FIRST LIVING CREATURE WE MET AND THAT WAS THIS BILLYGOAT REPLIED THE CAPTAIN PANTING HARD AS HE HELD FAST TO ONE OF THE GOAT'S HORNS,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
7021-85628-0023__27_008264.wav,27_008264.wav,7021-85628-0023.flac,BUT WHEN HIS BIG BROTHER HEARD THAT HE HAD REFUSED TO GIVE HIS CAP FOR A KING'S GOLDEN CROWN HE SAID THAT ANDERS WAS A STUPID,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
1580-141084-0004__27_005393.wav,27_005393.wav,1580-141084-0004.flac,OF COURSE HE DID NOT REALIZE THAT IT WAS I WHO WAS KNOCKING BUT NONE THE LESS HIS CONDUCT WAS VERY UNCOURTEOUS AND INDEED UNDER THE CIRCUMSTANCES RATHER SUSPICIOUS,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
4446-2273-0000__16_008661.wav,16_008661.wav,4446-2273-0000.flac,HILDA WAS VERY NICE TO HIM AND HE SAT ON THE EDGE OF HIS CHAIR FLUSHED WITH HIS CONVERSATIONAL EFFORTS AND MOVING HIS CHIN ABOUT NERVOUSLY OVER HIS HIGH COLLAR,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
7021-85628-0011__31_013560.wav,31_013560.wav,7021-85628-0011.flac,THE PRINCESS SAT DOWN UNDER A BLUE CANOPY WITH BOUQUETS OF ROSES AND SHE LET ANDERS SIT IN A GOLDEN CHAIR BY HER SIDE,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
260-123288-0011__38_012822.wav,38_012822.wav,260-123288-0011.flac,BUT IF WE HAVE NOW CEASED TO ADVANCE WHY DO WE YET LEAVE THAT SAIL LOOSE WHICH AT THE FIRST SHOCK OF THE TEMPEST MAY CAPSIZE US IN A MOMENT,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
4446-2275-0007__29_019480.wav,29_019480.wav,4446-2275-0007.flac,SHE PUSHED HIM TOWARD THE BIG CHAIR BY THE FIRE AND SAT DOWN ON A STOOL AT THE OPPOSITE SIDE OF THE HEARTH HER KNEES DRAWN UP TO HER CHIN LAUGHING LIKE A HAPPY LITTLE GIRL,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
4992-41797-0008__27_006075.wav,27_006075.wav,4992-41797-0008.flac,MISTER POPHAM EXAGGERATED NOTHING BUT ON THE CONTRARY LEFT MUCH UNSAID IN HIS NARRATIVE OF THE FAMILY AT THE HOUSE OF LORDS,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
1995-1836-0000__27_004588.wav,27_004588.wav,1995-1836-0000.flac,THE HON CHARLES SMITH MISS SARAH'S BROTHER WAS WALKING SWIFTLY UPTOWN FROM MISTER EASTERLY'S WALL STREET OFFICE AND HIS FACE WAS PALE,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
3575-170457-0030__25_012291.wav,25_012291.wav,3575-170457-0030.flac,OF THIS SECOND LETTER ALSO SHE SPOKE AND TOLD ME THAT IT CONTAINED AN INVITATION FOR HER TO GO AND SEE THE POET IF EVER SHE VISITED THE LAKES,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
6829-68771-0029__27_001391.wav,27_001391.wav,6829-68771-0029.flac,BETH WAS A BEAUTIFUL GIRL THE HANDSOMEST OF THE THREE COUSINS BY FAR YET ELIZA SURPASSED HER IN NATURAL CHARM AND SEEMED WELL AWARE OF THE FACT,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
1580-141083-0000__37_009375.wav,37_009375.wav,1580-141083-0000.flac,I WILL ENDEAVOUR IN MY STATEMENT TO AVOID SUCH TERMS AS WOULD SERVE TO LIMIT THE EVENTS TO ANY PARTICULAR PLACE OR GIVE A CLUE AS TO THE PEOPLE CONCERNED,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
1995-1826-0011__41_008046.wav,41_008046.wav,1995-1826-0011.flac,HERE SHE WAS TEACHING DIRTY CHILDREN AND THE SMELL OF CONFUSED ODORS AND BODILY PERSPIRATION WAS TO HER AT TIMES UNBEARABLE,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
6829-68771-0002__02_001021.wav,02_001021.wav,6829-68771-0002.flac,THE WEAK KNEED CONTINGENCY MUST BE STRENGTHENED AND FORTIFIED AND A COUPLE OF HUNDRED VOTES IN ONE WAY OR ANOTHER SECURED FROM THE OPPOSITION,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
7176-92135-0018__09_003163.wav,09_003163.wav,7176-92135-0018.flac,IN THE MODERN WELL CONSTRUCTED PLAY HE SIMPLY RINGS UP AN IMAGINARY CONFEDERATE AND TELLS HIM WHAT HE IS GOING TO DO COULD ANYTHING BE MORE NATURAL,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
7729-102255-0019__37_012283.wav,37_012283.wav,7729-102255-0019.flac,TO EMBARRASS THIS DAMAGING EXPOSURE JUDGE LECOMPTE ISSUED A WRIT AGAINST THE EX GOVERNOR ON A FRIVOLOUS CHARGE OF CONTEMPT,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
5683-32879-0000__29_004997.wav,29_004997.wav,5683-32879-0000.flac,IT WAS NOT VERY MUCH PAST ELEVEN THAT MORNING WHEN THE PONY CARRIAGE FROM BRANDON DREW UP BEFORE THE LITTLE GARDEN WICKET OF REDMAN'S FARM,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
237-134500-0041__27_006424.wav,27_006424.wav,237-134500-0041.flac,I CAN'T PRAY TO HAVE THE THINGS I WANT HE SAID SLOWLY AND I WON'T PRAY NOT TO HAVE THEM NOT IF I'M DAMNED FOR IT,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
237-126133-0002__09_017376.wav,09_017376.wav,237-126133-0002.flac,THEN DEAR SAID MISSUS WHITNEY YOU MUST BE KINDER TO HER THAN EVER THINK WHAT IT WOULD BE FOR ONE OF YOU TO BE AWAY FROM HOME EVEN AMONG FRIENDS,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
8455-210777-0069__27_006649.wav,27_006649.wav,8455-210777-0069.flac,IF YOU WILL GIVE US YOUR PROMISE TO MEET CAPTAIN BATTLEAX HERE AT THIS TIME TO MORROW WE WILL STRETCH A POINT AND DELAY THE DEPARTURE OF THE JOHN BRIGHT FOR TWENTY FOUR HOURS,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
5639-40744-0002__00_005779.wav,00_005779.wav,5639-40744-0002.flac,RODOLFO AND HIS COMPANIONS WITH THEIR FACES MUFFLED IN THEIR CLOAKS STARED RUDELY AND INSOLENTLY AT THE MOTHER THE DAUGHTER AND THE SERVANT MAID,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
260-123288-0003__17_004771.wav,17_004771.wav,260-123288-0003.flac,THE ELECTRIC LIGHT CAN SCARCELY PENETRATE THROUGH THE DENSE CURTAIN WHICH HAS DROPPED OVER THE THEATRE ON WHICH THE BATTLE OF THE ELEMENTS IS ABOUT TO BE WAGED,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
1320-122617-0020__27_020166.wav,27_020166.wav,1320-122617-0020.flac,THE SCOUT WHO HAD LEFT DAVID AT THE DOOR TO ASCERTAIN THEY WERE NOT OBSERVED THOUGHT IT PRUDENT TO PRESERVE HIS DISGUISE UNTIL ASSURED OF THEIR PRIVACY,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
672-122797-0071__27_001961.wav,27_001961.wav,672-122797-0071.flac,IN THE COURT YARD SOME OF THE MERRY CHILDREN WERE PLAYING WHO HAD DANCED AT CHRISTMAS ROUND THE FIR TREE AND WERE SO GLAD AT THE SIGHT OF HIM,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
2300-131720-0015__13_010670.wav,13_010670.wav,2300-131720-0015.flac,HE OBTAINED THE DESIRED SPEED AND LOAD WITH A FRICTION BRAKE ALSO REGULATOR OF SPEED BUT WAITED FOR AN INDICATOR TO VERIFY IT,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
8555-284449-0003__20_011640.wav,20_011640.wav,8555-284449-0003.flac,WHEN THE BLUESKINS SAW GHIP GHISIZZLE THEY RAISED ANOTHER GREAT SHOUT FOR HE WAS THE FAVORITE OF THE SOLDIERS AND VERY POPULAR WITH ALL THE PEOPLE,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
1089-134686-0017__33_005366.wav,33_005366.wav,1089-134686-0017.flac,STEPHEN LEANING BACK AND DRAWING IDLY ON HIS SCRIBBLER LISTENED TO THE TALK ABOUT HIM WHICH HERON CHECKED FROM TIME TO TIME BY SAYING,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
7127-75947-0010__10_020838.wav,10_020838.wav,7127-75947-0010.flac,WHEN SHE PERCEIVED THE YOUNG MAN SHE ROSE LIKE A WOMAN SURPRISED IN THE MIDST OF IDEAS SHE WAS DESIROUS OF CONCEALING FROM HERSELF,2-2_jackhammer_presence,Jackhammer,7-1_person-or-small-group-talking_presence,Speech
7127-75947-0033__02_008579.wav,02_008579.wav,7127-75947-0033.flac,HOW IS IT LA VALLIERE SAID MADEMOISELLE DE TONNAY CHARENTE THAT THE VICOMTE DE BRAGELONNE SPOKE OF YOU AS LOUISE,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
3570-5696-0009__37_001194.wav,37_001194.wav,3570-5696-0009.flac,IN STRICT ACCURACY NOTHING SHOULD BE INCLUDED UNDER THE HEAD OF CONSPICUOUS WASTE BUT SUCH EXPENDITURE AS IS INCURRED ON THE GROUND OF AN INVIDIOUS PECUNIARY COMPARISON,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
5639-40744-0024__29_016532.wav,29_016532.wav,5639-40744-0024.flac,ONE DAY WHEN THE BOY WAS SENT BY HIS GRANDFATHER WITH A MESSAGE TO A RELATION HE PASSED ALONG A STREET IN WHICH THERE WAS A GREAT CONCOURSE OF HORSEMEN,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
3729-6852-0039__35_010934.wav,35_010934.wav,3729-6852-0039.flac,HE HIMSELF RECITED THE SAME PASSAGE IN FRENCH AND POLITELY POINTED OUT THE PARTS IN WHICH HE THOUGHT THAT I HAD IMPROVED ON THE ORIGINAL,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
672-122797-0020__27_020459.wav,27_020459.wav,672-122797-0020.flac,BUT THE TREE DID NOT REJOICE AT ALL HE GREW AND GREW AND WAS GREEN BOTH WINTER AND SUMMER,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
7127-75947-0037__13_004509.wav,13_004509.wav,7127-75947-0037.flac,OH I AM SPEAKING SERIOUSLY REPLIED MONTALAIS AND MY OPINION IN THIS CASE IS QUITE AS GOOD AS THE KING'S I SUPPOSE IS IT NOT LOUISE,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
8230-279154-0000__27_008100.wav,27_008100.wav,8230-279154-0000.flac,THE ANALYSIS OF KNOWLEDGE WILL OCCUPY US UNTIL THE END OF THE THIRTEENTH LECTURE AND IS THE MOST DIFFICULT PART OF OUR WHOLE ENTERPRISE,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
672-122797-0038__41_019307.wav,41_019307.wav,672-122797-0038.flac,THOUGHT THE FIR TREE AND BELIEVED IT ALL BECAUSE THE MAN WHO TOLD THE STORY WAS SO GOOD LOOKING WELL WELL,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
1995-1837-0007__27_018730.wav,27_018730.wav,1995-1837-0007.flac,THEN OF A SUDDEN AT MIDDAY THE SUN SHOT OUT HOT AND STILL NO BREATH OF AIR STIRRED THE SKY WAS LIKE BLUE STEEL THE EARTH STEAMED,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
1221-135766-0007__38_004511.wav,38_004511.wav,1221-135766-0007.flac,HESTER PRYNNE NEVERTHELESS THE LOVING MOTHER OF THIS ONE CHILD RAN LITTLE RISK OF ERRING ON THE SIDE OF UNDUE SEVERITY,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
2830-3980-0025__29_017077.wav,29_017077.wav,2830-3980-0025.flac,BY HIS RESURRECTION CHRIST WON THE VICTORY OVER LAW SIN FLESH WORLD DEVIL DEATH HELL AND EVERY EVIL,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
5639-40744-0025__37_020329.wav,37_020329.wav,5639-40744-0025.flac,THE BED SHE TOO WELL REMEMBERED WAS THERE AND ABOVE ALL THE CABINET ON WHICH HAD STOOD THE IMAGE SHE HAD TAKEN AWAY WAS STILL ON THE SAME SPOT,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
3729-6852-0002__29_000842.wav,29_000842.wav,3729-6852-0002.flac,IN ORDER TO PLEASE HER I SPOKE TO HER OF THE ABBE CONTI AND I HAD OCCASION TO QUOTE TWO LINES OF THAT PROFOUND WRITER,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
2961-960-0014__27_004754.wav,27_004754.wav,2961-960-0014.flac,THE IDEAS ALSO REMAIN BUT THEY HAVE BECOME TYPES IN NATURE FORMS OF MEN ANIMALS BIRDS FISHES,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
1995-1826-0013__37_009150.wav,37_009150.wav,1995-1826-0013.flac,SO FOR THE HUNDREDTH TIME SHE WAS THINKING TODAY AS SHE WALKED ALONE UP THE LANE BACK OF THE BARN AND THEN SLOWLY DOWN THROUGH THE BOTTOMS,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
4077-13751-0001__27_008117.wav,27_008117.wav,4077-13751-0001.flac,ITS ORIGIN WAS SMALL A GERM AN INSIGNIFICANT SEED HARDLY TO BE THOUGHT OF AS LIKELY TO AROUSE OPPOSITION,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
8455-210777-0000__27_005071.wav,27_005071.wav,8455-210777-0000.flac,I REMAINED THERE ALONE FOR MANY HOURS BUT I MUST ACKNOWLEDGE THAT BEFORE I LEFT THE CHAMBERS I HAD GRADUALLY BROUGHT MYSELF TO LOOK AT THE MATTER IN ANOTHER LIGHT,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
8224-274384-0005__35_011393.wav,35_011393.wav,8224-274384-0005.flac,ANOTHER PREACHER AFTER REPROACHING HIM TO HIS FACE WITH HIS MISGOVERNMENT ORDERED THIS PSALM TO BE SUNG,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
4970-29095-0038__29_006009.wav,29_006009.wav,4970-29095-0038.flac,RUTH WAS GLAD TO HEAR THAT PHILIP HAD MADE A PUSH INTO THE WORLD AND SHE WAS SURE THAT HIS TALENT AND COURAGE WOULD MAKE A WAY FOR HIM,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
1580-141084-0023__35_016392.wav,35_016392.wav,1580-141084-0023.flac,IN A FEW HOURS THE EXAMINATION WOULD COMMENCE AND HE WAS STILL IN THE DILEMMA BETWEEN MAKING THE FACTS PUBLIC AND ALLOWING THE CULPRIT TO COMPETE FOR THE VALUABLE SCHOLARSHIP,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
672-122797-0074__27_007306.wav,27_007306.wav,672-122797-0074.flac,HOWEVER THAT WAS OVER NOW THE TREE GONE THE STORY AT AN END,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
1995-1837-0001__27_006550.wav,27_006550.wav,1995-1837-0001.flac,IT WAS THE FIRST GREAT SORROW OF HIS LIFE IT WAS NOT SO MUCH THE LOSS OF THE COTTON ITSELF BUT THE FANTASY THE HOPES THE DREAMS BUILT AROUND IT,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
4970-29093-0012__27_020578.wav,27_020578.wav,4970-29093-0012.flac,BUT PHILIP DID AFFORD IT AND HE WROTE THANKING HIS FRIENDS AND DECLINING BECAUSE HE SAID THE POLITICAL SCHEME WOULD FAIL AND OUGHT TO FAIL,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
1284-1180-0025__35_016302.wav,35_016302.wav,1284-1180-0025.flac,I THINK I MUST SHOW YOU MY PATCHWORK GIRL SAID MARGOLOTTE LAUGHING AT THE BOY'S ASTONISHMENT FOR SHE IS RATHER DIFFICULT TO EXPLAIN,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
672-122797-0013__27_003443.wav,27_003443.wav,672-122797-0013.flac,I AM NOW TALL AND MY BRANCHES SPREAD LIKE THE OTHERS THAT WERE CARRIED OFF LAST YEAR OH,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
4992-41797-0017__27_006173.wav,27_006173.wav,4992-41797-0017.flac,HE WOULDN'T SEARCH SO DON'T WORRY REPLIED CYRIL QUIETLY AND THE TWO LOOKED AT EACH OTHER AND KNEW THAT IT WAS SO,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
237-126133-0007__38_020511.wav,38_020511.wav,237-126133-0007.flac,BUT POLLY COULDN'T SPEAK AND IF JASPER HADN'T CAUGHT HER JUST IN TIME SHE WOULD HAVE TUMBLED OVER BACKWARD FROM THE STOOL PHRONSIE AND ALL,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
4992-41797-0015__17_009741.wav,17_009741.wav,4992-41797-0015.flac,CYRIL THERE MUST BE SOME BETTER WAY OF DOING I JUST DRAW THE OUTLINE OF AN ANIMAL AND THEN I PUT HAIRS OR FEATHERS ON IT THEY HAVE NO BODIES,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
3575-170457-0020__37_006834.wav,37_006834.wav,3575-170457-0020.flac,I KNOW THE FIRST LETTER I WROTE TO YOU WAS ALL SENSELESS TRASH FROM BEGINNING TO END BUT I AM NOT ALTOGETHER THE IDLE DREAMING BEING IT WOULD SEEM TO DENOTE,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
1284-1180-0010__27_020711.wav,27_020711.wav,1284-1180-0010.flac,UNC KNOCKED AT THE DOOR OF THE HOUSE AND A CHUBBY PLEASANT FACED WOMAN DRESSED ALL IN BLUE OPENED IT AND GREETED THE VISITORS WITH A SMILE,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
8555-284449-0001__11_017411.wav,11_017411.wav,8555-284449-0001.flac,THEN THEY ALL MARCHED OUT A LITTLE WAY INTO THE FIELDS AND FOUND THAT THE ARMY OF PINKIES HAD ALREADY FORMED AND WAS ADVANCING STEADILY TOWARD THEM,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
2300-131720-0027__03_003404.wav,03_003404.wav,2300-131720-0027.flac,EDISON HELD THAT THE ELECTRICITY SOLD MUST BE MEASURED JUST LIKE GAS OR WATER AND HE PROCEEDED TO DEVELOP A METER,4-1_chainsaw_presence,Chainsaw,7-1_person-or-small-group-talking_presence,Speech
8455-210777-0015__00_012435.wav,00_012435.wav,8455-210777-0015.flac,I AND MY WIFE AND SON AND THE TWO CRASWELLERS AND THREE OR FOUR OTHERS AGREED TO DINE ON BOARD THE SHIP ON THE NEXT,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
8555-284447-0001__11_017882.wav,11_017882.wav,8555-284447-0001.flac,HOLD HIM FAST MY MEN AND AS SOON AS I'VE HAD MY COFFEE AND OATMEAL I'LL TAKE HIM TO THE ROOM OF THE GREAT KNIFE AND PATCH HIM,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
3729-6852-0029__37_002073.wav,37_002073.wav,3729-6852-0029.flac,IT IS SOLD EVERYWHERE BUT FOR THE LAST THREE WEEKS NOBODY WILL USE ANY SNUFF BUT THAT SOLD AT THE CIVET CAT,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
2300-131720-0034__23_020721.wav,23_020721.wav,2300-131720-0034.flac,THE OTHERS HAVING BEEN IN OPERATION TOO SHORT A TIME TO SHOW DEFINITE RESULTS ALTHOUGH THEY ALSO WENT QUICKLY TO A DIVIDEND BASIS,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
